,관측일,국내 지점번호,일 평균기온,최고기온,최저기온,일 평균 전운량,일조합,일 강수량
77,20220319,260,5.3,7.1,2.6,9.3,1.6,10.8
78,20220320,260,5.0,9.7,-0.6,8.3,2.4,-9.0
79,20220321,260,7.3,13.5,1.1,8.5,5.4,-9.0
80,20220322,260,8.0,14.2,2.5,8.1,8.0,-9.0
81,20220323,260,6.5,13.2,0.4,5.1,5.4,0.0
82,20220324,260,7.0,16.6,-2.0,0.1,10.8,-9.0
83,20220325,260,12.8,16.7,2.6,8.4,0.0,44.3
84,20220326,260,11.0,17.6,6.3,8.8,0.1,41.6
85,20220327,260,10.2,18.2,5.2,5.3,9.3,-9.0
86,20220328,260,8.1,14.6,0.6,6.9,6.5,-9.0
87,20220329,260,8.8,16.7,0.2,0.0,11.1,-9.0
88,20220330,260,13.5,20.6,3.9,6.1,4.2,0.0
89,20220331,260,10.9,14.9,6.4,8.1,2.5,-9.0
90,20220401,260,8.9,15.1,4.7,7.8,5.4,0.0
91,20220402,260,7.5,15.8,0.6,0.9,11.2,-9.0
92,20220403,260,8.4,17.7,-1.3,0.0,11.4,-9.0
93,20220404,260,9.1,19.2,-0.2,0.5,11.4,-9.0
94,20220405,260,8.3,18.7,-2.6,5.4,7.9,-9.0
95,20220406,260,11.3,21.4,0.7,0.3,11.4,-9.0
96,20220407,260,11.2,20.0,3.7,0.8,9.8,-9.0
97,20220408,260,11.1,20.7,0.7,0.0,11.6,-9.0
98,20220409,260,13.9,24.6,3.4,1.0,11.4,-9.0
99,20220410,260,15.5,22.2,4.6,5.0,10.9,-9.0
100,20220411,260,18.8,23.3,16.1,6.5,5.0,-9.0
101,20220412,260,19.3,25.2,14.2,5.0,8.1,-9.0
102,20220413,260,16.1,22.4,13.6,8.8,0.8,-9.0
103,20220414,260,14.7,20.2,11.3,7.8,3.7,0.0
104,20220415,260,14.7,21.4,7.4,4.5,9.9,-9.0
105,20220416,260,11.4,20.2,2.5,4.1,11.2,-9.0
106,20220417,260,12.3,21.6,1.3,2.5,11.0,-9.0
107,20220418,260,14.2,23.8,5.9,8.0,5.5,-9.0
108,20220419,260,15.0,25.3,5.1,2.3,11.6,-9.0
109,20220420,260,13.8,24.2,2.5,1.8,11.8,-9.0
110,20220421,260,11.5,17.0,7.4,5.9,4.0,3.0
111,20220422,260,15.4,24.1,6.1,4.0,9.3,-9.0
112,20220423,260,18.0,23.3,15.1,8.4,1.9,-9.0
113,20220424,260,20.0,27.5,13.6,1.3,10.6,-9.0
114,20220425,260,18.4,25.2,10.9,9.1,4.6,54.2
115,20220426,260,18.3,20.3,15.2,8.4,0.0,14.0
116,20220427,260,16.9,23.8,10.2,5.8,10.9,-9.0
117,20220428,260,15.3,21.4,7.0,5.8,6.8,0.0
118,20220429,260,13.1,16.7,10.8,9.8,1.3,20.7
119,20220430,260,13.3,17.0,10.7,8.6,2.0,-9.0
120,20220501,260,12.8,19.5,5.2,2.0,12.5,-9.0
121,20220502,260,12.6,21.6,3.2,1.0,11.7,-9.0
122,20220503,260,11.6,20.6,1.7,0.3,12.8,-9.0
123,20220504,260,13.6,23.5,1.8,0.0,12.7,-9.0
124,20220505,260,15.7,23.1,5.3,0.9,12.7,-9.0
125,20220506,260,17.2,25.4,8.7,2.8,11.6,-9.0
126,20220507,260,17.7,24.9,10.3,2.0,11.7,-9.0
127,20220508,260,15.2,21.5,7.5,5.8,8.6,-9.0
128,20220509,260,15.3,22.2,9.7,6.8,8.8,-9.0
129,20220510,260,15.2,22.0,7.5,9.1,3.7,0.5
130,20220511,260,17.9,22.9,13.4,9.3,2.9,0.0
131,20220512,260,20.1,25.8,16.3,9.1,1.4,-9.0
132,20220513,260,17.6,20.7,14.3,7.5,0.0,0.0
133,20220514,260,16.4,23.4,9.5,4.9,10.4,-9.0
134,20220515,260,15.4,21.8,10.5,5.9,10.9,-9.0
135,20220516,260,15.6,24.3,8.0,2.4,12.4,-9.0
136,20220517,260,16.8,26.1,7.0,0.4,12.8,-9.0
137,20220518,260,18.3,27.5,9.4,0.8,12.8,-9.0
138,20220519,260,17.6,25.3,10.6,9.0,3.8,-9.0
139,20220520,260,18.2,23.5,13.4,7.8,1.6,0.0
140,20220521,260,20.2,27.3,12.6,0.3,13.1,-9.0
141,20220522,260,21.0,28.9,12.7,0.9,12.8,-9.0
142,20220523,260,21.8,30.6,13.9,3.9,10.6,-9.0
143,20220524,260,21.9,31.2,13.0,0.9,12.9,-9.0
144,20220525,260,21.3,29.4,14.3,4.0,12.3,-9.0
145,20220526,260,19.7,26.8,13.7,3.4,10.7,0.0
146,20220527,260,19.2,26.9,10.4,0.4,12.9,-9.0
147,20220528,260,20.4,29.4,12.6,7.0,8.6,-9.0
148,20220529,260,19.0,24.6,13.1,5.1,8.7,0.0
149,20220530,260,19.6,21.8,17.3,7.1,0.0,0.3
150,20220531,260,20.9,29.6,11.7,2.1,12.6,-9.0
151,20220601,260,20.0,27.5,14.1,5.1,11.2,-9.0
152,20220602,260,21.5,30.0,12.5,2.4,12.7,-9.0
153,20220603,260,22.1,28.9,17.0,0.1,10.4,0.0
154,20220604,260,21.8,26.9,15.8,7.1,8.7,0.0
155,20220605,260,18.7,21.3,17.1,9.8,0.0,22.8
156,20220606,260,20.3,25.9,15.2,5.0,9.4,0.0
157,20220607,260,18.8,21.1,16.8,7.5,1.4,0.0
158,20220608,260,18.6,22.3,16.1,6.1,4.0,0.0
159,20220609,260,19.4,24.8,14.4,6.3,11.1,-9.0
160,20220610,260,20.1,23.9,13.8,7.4,5.8,-9.0
161,20220611,260,22.0,29.0,17.4,6.9,5.8,0.0
162,20220612,260,20.8,25.1,17.6,6.5,6.3,-9.0
163,20220613,260,20.0,22.1,18.1,9.8,0.0,0.1
164,20220614,260,19.1,20.5,17.5,7.1,0.0,0.3
165,20220615,260,20.9,26.8,17.9,6.0,3.7,0.0
166,20220616,260,22.3,28.5,17.4,5.4,8.5,-9.0
167,20220617,260,22.4,26.8,17.9,5.8,2.7,0.0
168,20220618,260,24.0,28.5,21.0,5.3,7.5,0.1
169,20220619,260,24.4,29.1,21.3,3.3,7.7,-9.0
170,20220620,260,24.8,29.8,21.1,6.6,10.0,-9.0
171,20220621,260,25.9,32.6,20.9,4.3,7.5,-9.0
172,20220622,260,25.5,30.6,21.2,5.1,12.6,-9.0
173,20220623,260,25.6,27.9,23.0,7.9,0.7,0.0
174,20220624,260,24.8,28.1,22.8,7.3,1.8,58.9
175,20220625,260,24.7,28.2,23.0,6.3,2.5,-9.0
176,20220626,260,26.0,31.5,23.1,6.9,4.7,-9.0
177,20220627,260,25.4,29.2,24.0,9.4,0.1,0.0
178,20220628,260,25.5,27.1,24.6,8.8,0.2,0.0
179,20220629,260,25.7,27.5,24.4,8.9,0.2,0.8
180,20220630,260,26.0,28.6,24.2,6.4,7.4,1.4
181,20220701,260,26.2,30.0,22.2,0.8,11.3,-9.0
182,20220702,260,26.7,33.4,20.5,4.0,11.1,-9.0
183,20220703,260,27.0,31.7,22.3,6.0,10.1,0.3
184,20220704,260,26.9,30.8,24.0,7.3,8.0,1.6
185,20220705,260,27.2,32.8,23.5,8.1,4.1,0.5
186,20220706,260,27.9,30.9,24.7,6.6,9.2,-9.0
187,20220707,260,27.5,30.2,26.0,7.0,6.2,0.0
188,20220708,260,27.5,31.0,23.2,7.0,3.3,1.2
189,20220709,260,27.2,32.3,22.5,4.4,11.4,-9.0
190,20220710,260,27.0,31.5,22.6,6.1,10.8,-9.0
191,20220711,260,26.7,30.4,24.4,8.4,2.4,1.1
192,20220712,260,25.7,29.4,23.5,7.8,2.5,-9.0
193,20220713,260,25.1,25.9,23.6,9.3,0.0,-9.0
194,20220714,260,27.8,32.0,24.6,7.6,7.1,11.7
195,20220715,260,27.1,31.8,23.1,6.9,10.1,-9.0
196,20220716,260,26.0,31.4,20.3,6.0,10.1,-9.0
197,20220717,260,25.3,29.3,21.7,9.8,0.4,0.3
198,20220718,260,24.7,26.7,22.5,9.4,0.0,101.0
199,20220719,260,26.3,31.2,22.6,5.9,10.3,0.0
200,20220720,260,25.9,31.8,21.6,7.5,8.7,0.6
201,20220721,260,24.7,27.2,22.1,7.8,1.3,2.7
202,20220722,260,24.9,29.7,20.9,5.5,7.3,0.0
203,20220723,260,24.5,27.3,20.8,8.1,3.1,0.1
204,20220724,260,24.5,26.9,22.8,7.8,1.2,22.5
205,20220725,260,26.3,31.1,23.0,5.9,6.5,-9.0
206,20220726,260,25.0,29.5,21.6,4.1,5.8,-9.0
207,20220727,260,25.8,29.8,22.4,5.3,11.5,-9.0
208,20220728,260,27.0,31.0,22.4,4.6,10.8,-9.0
209,20220729,260,28.7,32.3,23.3,3.9,11.4,-9.0
210,20220730,260,27.9,29.7,27.1,8.1,1.0,0.2
211,20220731,260,26.4,28.2,25.1,9.9,0.0,61.7
212,20220801,260,26.6,28.4,25.6,8.5,0.0,18.9
213,20220802,260,27.5,32.0,25.6,8.5,4.0,8.5
214,20220803,260,26.7,31.6,24.3,6.3,2.5,30.6
215,20220804,260,28.3,33.0,24.9,5.4,7.8,0.2
216,20220805,260,28.1,32.1,24.7,5.0,6.6,0.3
217,20220806,260,28.5,33.2,25.2,5.3,5.4,1.0
218,20220807,260,29.0,33.9,25.0,5.4,8.7,-9.0
219,20220808,260,28.5,31.9,26.0,7.0,6.8,-9.0
220,20220809,260,28.0,32.2,24.5,8.5,3.2,-9.0
221,20220810,260,28.3,31.5,25.2,9.6,1.2,-9.0
222,20220811,260,27.3,29.3,25.3,9.4,0.0,0.2
223,20220812,260,27.6,31.3,24.7,8.5,1.9,4.1
224,20220813,260,27.7,31.8,24.3,6.5,3.6,0.0
225,20220814,260,29.1,32.7,25.8,5.8,9.3,-9.0
226,20220815,260,29.2,32.2,25.6,7.8,5.8,-9.0
227,20220816,260,26.6,28.9,24.3,9.8,0.0,81.7
228,20220817,260,25.5,29.2,21.3,6.4,2.8,4.2
229,20220818,260,24.1,29.6,20.1,4.0,9.0,-9.0
230,20220819,260,26.4,31.1,20.0,8.4,3.5,-9.0
231,20220820,260,27.2,30.5,24.4,7.5,0.7,3.8
232,20220821,260,26.2,30.8,22.8,7.3,7.2,-9.0
233,20220822,260,24.6,30.2,20.0,4.3,9.4,-9.0
234,20220823,260,25.9,29.5,21.3,9.6,0.0,0.0
235,20220824,260,25.0,29.4,22.2,6.6,3.8,2.9
236,20220825,260,24.1,30.8,20.1,6.5,9.3,-9.0
237,20220826,260,23.5,29.3,19.4,4.3,8.1,-9.0
238,20220827,260,22.0,27.9,17.1,4.9,9.2,0.0
239,20220828,260,20.2,26.2,15.4,7.8,3.3,-9.0
240,20220829,260,22.5,27.0,16.4,9.3,1.6,-9.0
241,20220830,260,23.9,27.0,21.0,8.9,0.0,0.0
242,20220831,260,23.5,26.9,20.5,9.4,2.7,0.8
243,20220901,260,22.2,26.6,19.0,9.4,0.2,0.0
244,20220902,260,22.8,24.6,20.3,9.5,0.0,1.2
245,20220903,260,24.3,26.6,21.1,5.5,0.9,0.2
246,20220904,260,25.9,30.8,23.3,9.1,6.1,7.2
247,20220905,260,25.1,26.7,23.3,10.0,0.0,97.9
248,20220906,260,21.8,26.0,17.2,6.5,5.6,45.2
249,20220907,260,21.9,29.0,15.3,3.6,9.9,-9.0
250,20220908,260,21.2,28.6,14.4,5.8,10.2,-9.0
251,20220909,260,21.3,28.5,16.6,6.5,7.6,-9.0
252,20220910,260,21.7,26.0,17.6,8.8,1.8,-9.0
253,20220911,260,22.4,28.4,17.4,7.1,7.6,-9.0
254,20220912,260,22.6,25.4,20.4,9.9,0.0,1.4
255,20220913,260,24.3,27.4,20.6,9.6,0.9,1.0
256,20220914,260,25.1,28.6,22.8,7.1,7.5,-9.0
257,20220915,260,25.4,29.2,22.8,6.6,8.6,-9.0
258,20220916,260,25.3,29.0,23.1,6.4,4.3,0.1
259,20220917,260,26.3,32.4,21.1,7.5,8.2,0.2
260,20220918,260,28.1,33.4,23.4,8.9,5.2,0.5
261,20220919,260,24.8,29.5,16.7,4.0,10.0,-9.0
262,20220920,260,20.3,25.3,15.8,6.9,6.9,-9.0
263,20220921,260,18.2,23.7,12.8,4.9,9.1,-9.0
264,20220922,260,18.9,25.8,11.8,5.6,8.9,-9.0
265,20220923,260,18.6,26.0,13.8,7.0,7.6,-9.0
266,20220924,260,17.9,24.8,10.8,7.0,6.9,-9.0
267,20220925,260,18.1,22.3,14.7,9.9,0.1,0.0
268,20220926,260,18.5,23.3,15.4,9.5,0.5,0.0
269,20220927,260,20.0,26.7,13.9,5.1,10.6,-9.0
270,20220928,260,20.1,25.8,14.0,8.3,4.0,0.0
271,20220929,260,19.6,28.0,12.5,1.5,10.7,-9.0
272,20220930,260,18.4,27.5,9.7,1.0,10.8,-9.0
273,20221001,260,19.5,28.8,11.5,3.3,10.2,-9.0
274,20221002,260,20.3,26.6,11.5,5.1,9.5,-9.0
275,20221003,260,25.0,28.5,22.8,8.0,3.5,-9.0
276,20221004,260,19.5,25.3,15.5,9.3,0.8,14.9
277,20221005,260,16.8,21.9,14.0,7.4,8.0,0.0
278,20221006,260,16.6,21.8,12.9,8.5,5.6,0.0
279,20221007,260,15.6,20.2,11.7,7.9,7.5,0.0
280,20221008,260,16.3,21.1,10.9,8.6,0.8,-9.0
281,20221009,260,15.0,17.6,13.3,9.9,0.0,4.6
282,20221010,260,12.3,16.8,10.3,6.1,7.1,2.6
283,20221011,260,13.9,19.2,9.2,2.5,9.8,0.0
284,20221012,260,13.2,21.6,4.5,0.5,10.6,-9.0
285,20221013,260,15.1,23.8,7.7,0.9,10.6,-9.0
286,20221014,260,14.8,23.8,7.4,2.4,10.2,-9.0
287,20221015,260,16.2,24.4,9.1,2.4,9.5,-9.0
288,20221016,260,17.4,24.5,11.1,6.5,8.0,-9.0
289,20221017,260,14.2,18.8,9.5,2.9,9.7,-9.0
290,20221018,260,11.1,16.3,7.0,0.3,10.5,-9.0
291,20221019,260,9.8,17.6,1.7,0.0,10.5,-9.0
292,20221020,260,10.4,21.4,1.3,1.5,10.5,-9.0
293,20221021,260,14.6,22.3,5.2,9.5,4.9,0.0
294,20221022,260,17.5,24.1,12.6,2.8,8.9,0.0
295,20221023,260,14.7,20.3,10.4,3.3,9.0,-9.0
296,20221024,260,9.7,16.7,2.9,0.1,9.9,-9.0
297,20221025,260,8.4,18.3,-0.2,0.1,10.3,-9.0
298,20221026,260,11.4,20.5,2.0,5.9,8.2,-9.0
299,20221027,260,13.0,22.6,6.9,2.0,9.8,-9.0
300,20221028,260,12.8,23.1,5.0,0.3,9.8,-9.0
301,20221029,260,12.6,21.7,5.3,3.8,7.4,-9.0
302,20221030,260,13.1,21.4,5.2,3.3,9.4,-9.0
303,20221031,260,12.8,21.0,6.5,3.3,9.6,-9.0
304,20221101,260,13.5,21.8,4.8,0.9,9.6,-9.0
305,20221102,260,12.0,21.8,4.3,3.6,9.1,-9.0
306,20221103,260,11.7,21.2,0.9,2.5,8.7,-9.0
307,20221104,260,9.2,13.3,6.8,2.0,9.4,-9.0
308,20221105,260,9.0,15.7,2.6,1.0,9.7,-9.0
309,20221106,260,7.4,17.0,-1.1,2.6,9.6,-9.0
310,20221107,260,8.6,18.7,0.4,1.0,9.4,-9.0
311,20221108,260,9.5,21.4,0.9,0.1,9.4,-9.0
312,20221109,260,9.3,21.0,0.4,2.6,9.0,-9.0
313,20221110,260,12.8,22.5,4.6,6.4,4.5,-9.0
314,20221111,260,14.7,21.8,8.4,4.5,7.4,-9.0
315,20221112,260,17.0,21.2,9.3,7.0,2.2,3.1
316,20221113,260,12.5,20.2,9.6,9.5,1.1,12.4
317,20221114,260,11.0,15.9,6.7,6.5,4.2,-9.0
318,20221115,260,8.6,15.5,2.6,0.8,9.0,-9.0
319,20221116,260,8.4,17.1,1.5,1.8,8.3,0.0
320,20221117,260,8.0,17.2,1.7,5.0,6.9,-9.0
321,20221118,260,8.0,20.0,-1.2,0.1,9.3,-9.0
322,20221119,260,12.6,20.5,2.5,2.8,8.7,-9.0
323,20221120,260,11.6,16.2,6.2,7.6,0.0,0.3
324,20221121,260,10.6,20.4,5.0,6.8,3.3,-9.0
325,20221122,260,11.6,16.4,8.3,9.5,0.0,3.0
326,20221123,260,11.3,16.7,4.2,5.4,6.5,1.8
327,20221124,260,9.1,18.6,2.4,3.9,7.7,-9.0
328,20221125,260,9.1,19.8,-0.4,2.4,8.9,-9.0
329,20221126,260,8.8,18.0,2.3,1.9,8.0,-9.0
330,20221127,260,7.7,16.3,-0.7,4.6,6.2,-9.0
331,20221128,260,16.3,20.2,8.1,7.6,0.8,7.6
332,20221129,260,12.1,20.0,5.3,9.1,0.0,7.1
333,20221130,260,1.1,5.2,-0.8,8.1,4.1,-9.0
334,20221201,260,0.0,3.6,-3.4,7.5,5.6,-9.0
335,20221202,260,1.8,8.3,-2.3,3.9,9.0,-9.0
336,20221203,260,6.3,11.1,0.0,8.4,0.9,-9.0
337,20221204,260,3.8,8.2,0.4,6.9,6.4,-9.0
338,20221205,260,1.0,4.4,-2.2,5.4,6.5,-9.0
339,20221206,260,1.8,9.7,-5.2,2.3,8.3,-9.0
340,20221207,260,3.0,11.6,-3.0,2.1,8.4,-9.0
341,20221208,260,4.6,13.7,-4.6,3.8,8.3,-9.0
342,20221209,260,5.3,12.6,0.1,6.8,0.4,0.0
343,20221210,260,4.7,10.3,-1.7,7.8,0.1,0.0
344,20221211,260,4.2,9.5,-2.1,2.1,8.4,-9.0
345,20221212,260,2.4,7.9,-4.0,7.5,2.0,0.0
346,20221213,260,6.4,9.4,-0.6,5.9,4.7,0.0
347,20221214,260,-1.5,3.3,-5.8,4.5,7.1,0.5
348,20221215,260,0.1,7.6,-6.4,3.1,8.0,0.0
349,20221216,260,1.3,3.8,-0.3,8.1,2.6,0.0
350,20221217,260,-1.1,3.2,-4.7,9.0,4.1,0.6
351,20221218,260,-4.5,-0.7,-9.0,6.1,3.9,1.2
352,20221219,260,-2.6,2.8,-8.3,2.6,5.5,0.6
353,20221220,260,0.7,9.8,-7.5,3.4,9.5,0.0
354,20221221,260,3.5,8.3,-0.2,7.6,0.8,1.7
355,20221222,260,-1.5,3.1,-4.0,7.9,0.8,4.0
356,20221223,260,-2.9,-1.2,-4.8,8.4,2.4,1.4
357,20221224,260,-3.1,-0.8,-6.2,5.0,5.9,0.0
358,20221225,260,-0.1,3.8,-6.5,3.9,6.3,-9.0
359,20221226,260,0.1,5.8,-6.4,2.6,8.0,-9.0
360,20221227,260,1.9,5.9,-2.2,1.3,8.9,-9.0
361,20221228,260,0.4,6.3,-3.9,4.5,7.3,-9.0
362,20221229,260,-0.7,5.3,-6.4,3.3,8.1,-9.0
363,20221230,260,-0.4,6.9,-6.5,5.8,6.7,-9.0
364,20221231,260,-0.8,6.4,-6.0,0.1,8.9,-9.0
